date,provider,service,region,environment,team,usage,unit_cost,cost,month,is_weekend,is_anomaly
2025-06-13,AWS,Database,us-east-1,dev,Web,3.019,0.35,1.06,2025-06,False,False
2025-06-13,AWS,Compute,ca-central-1,dev,Web,5.41,0.12,0.65,2025-06,False,False
2025-06-13,Azure,Compute,us-east-1,dev,Web,13.039,0.12,1.56,2025-06,False,False
2025-06-13,Azure,Compute,ca-central-1,dev,Ops,9.929,0.12,1.19,2025-06,False,False
2025-06-13,AWS,Compute,us-west-2,dev,Ops,6.408,0.12,0.77,2025-06,False,False
2025-06-13,GCP,AI,us-west-2,dev,Web,1.386,0.9,1.25,2025-06,False,False
2025-06-13,GCP,Network,ca-central-1,dev,Ops,145.832,0.0009,0.13,2025-06,False,False
2025-06-13,GCP,Network,us-east-1,test,Web,25.018,0.0009,0.02,2025-06,False,False
2025-06-13,Azure,Compute,us-east-1,test,Web,4.509,0.12,0.54,2025-06,False,False
2025-06-13,GCP,Compute,ca-central-1,test,Web,3.645,0.12,0.44,2025-06,False,False
2025-06-13,GCP,Network,ca-central-1,test,Data,56.483,0.0009,0.05,2025-06,False,False
2025-06-13,GCP,Network,us-west-2,test,Data,29.708,0.0009,0.03,2025-06,False,False
2025-06-13,GCP,Network,ca-central-1,test,Ops,28.854,0.0009,0.03,2025-06,False,False
2025-06-13,GCP,Storage,us-west-2,test,Mobile,0.647,23.0,14.89,2025-06,False,False
2025-06-13,Azure,Storage,us-west-2,test,Web,0.408,23.0,9.39,2025-06,False,False
2025-06-14,GCP,Compute,us-east-1,prod,Ops,19.799,0.12,2.38,2025-06,True,False
2025-06-14,GCP,Storage,ca-central-1,prod,Data,0.53,23.0,12.2,2025-06,True,False
2025-06-14,Azure,AI,us-east-1,prod,Web,4.757,0.9,4.28,2025-06,True,False
2025-06-14,Azure,Database,us-east-1,prod,Web,7.744,0.35,2.71,2025-06,True,False
2025-06-14,Azure,Compute,ca-central-1,prod,Web,12.416,0.12,1.49,2025-06,True,False
2025-06-14,GCP,Storage,ca-central-1,dev,Ops,1.008,23.0,23.18,2025-06,True,False
2025-06-14,GCP,Storage,ca-central-1,dev,Data,0.901,23.0,20.72,2025-06,True,False
2025-06-14,GCP,Compute,us-west-2,dev,Mobile,3.923,0.12,0.47,2025-06,True,False
2025-06-14,GCP,Storage,ca-central-1,dev,Ops,0.909,23.0,20.91,2025-06,True,False
2025-06-14,AWS,AI,ca-central-1,dev,Data,0.399,0.9,0.36,2025-06,True,False
2025-06-14,AWS,AI,us-west-2,dev,Data,1.753,0.9,1.58,2025-06,True,False
2025-06-14,AWS,Compute,us-east-1,dev,Mobile,8.301,0.12,1.0,2025-06,True,False
2025-06-14,AWS,Database,us-west-2,dev,Web,3.133,0.35,1.1,2025-06,True,False
2025-06-14,AWS,Network,us-west-2,dev,Mobile,35.997,0.0009,0.03,2025-06,True,False
2025-06-14,Azure,Compute,us-west-2,test,Mobile,2.236,0.12,0.27,2025-06,True,False
2025-06-14,AWS,Compute,us-west-2,test,Ops,2.14,0.12,0.26,2025-06,True,False
2025-06-14,Azure,Storage,us-west-2,test,Web,0.517,23.0,11.9,2025-06,True,False
2025-06-14,Azure,Compute,ca-central-1,test,Web,2.533,0.12,0.3,2025-06,True,False
2025-06-14,Azure,Compute,us-east-1,test,Mobile,3.254,0.12,0.39,2025-06,True,False
2025-06-14,GCP,Compute,us-east-1,test,Data,4.618,0.12,0.55,2025-06,True,False
2025-06-14,GCP,Compute,us-east-1,test,Ops,5.092,0.12,0.61,2025-06,True,False
2025-06-14,Azure,Storage,us-west-2,test,Data,1.347,23.0,30.99,2025-06,True,False
2025-06-15,GCP,AI,us-west-2,prod,Ops,1.895,0.9,1.71,2025-06,True,False
2025-06-15,Azure,Network,us-east-1,prod,Ops,67.166,0.0009,0.06,2025-06,True,False
2025-06-15,AWS,Storage,us-east-1,prod,Mobile,1.41,23.0,32.43,2025-06,True,False
2025-06-15,Azure,Storage,ca-central-1,prod,Data,2.21,23.0,50.83,2025-06,True,False
2025-06-15,GCP,Network,us-east-1,prod,Mobile,102.739,0.0009,0.09,2025-06,True,False
2025-06-15,GCP,AI,us-west-2,dev,Mobile,1.509,0.9,1.36,2025-06,True,False
2025-06-15,AWS,Compute,ca-central-1,dev,Web,4.344,0.12,0.52,2025-06,True,False
2025-06-15,Azure,Compute,us-west-2,dev,Ops,5.114,0.12,0.61,2025-06,True,False
2025-06-15,Azure,Storage,ca-central-1,dev,Web,1.109,23.0,25.5,2025-06,True,False
2025-06-15,AWS,Compute,us-west-2,dev,Data,5.167,0.12,0.62,2025-06,True,False
2025-06-15,Azure,Compute,us-west-2,dev,Mobile,6.361,0.12,0.76,2025-06,True,False
2025-06-15,Azure,Compute,us-east-1,dev,Web,8.338,0.12,1.0,2025-06,True,False
2025-06-15,AWS,Storage,us-west-2,dev,Web,0.873,23.0,20.08,2025-06,True,False
2025-06-15,AWS,Compute,us-east-1,dev,Web,9.309,0.12,1.12,2025-06,True,False
2025-06-15,Azure,Compute,ca-central-1,test,Web,5.49,0.12,0.66,2025-06,True,False
2025-06-15,GCP,Compute,us-west-2,test,Web,4.147,0.12,0.5,2025-06,True,False
2025-06-15,AWS,Network,us-east-1,test,Mobile,28.859,0.0009,0.03,2025-06,True,False
2025-06-15,GCP,Compute,us-west-2,test,Mobile,3.078,0.12,0.37,2025-06,True,False
2025-06-15,AWS,Database,us-east-1,test,Ops,2.338,0.35,0.82,2025-06,True,False
2025-06-15,AWS,Compute,ca-central-1,test,Data,3.548,0.12,0.43,2025-06,True,False
2025-06-15,AWS,Storage,us-east-1,test,Web,0.809,23.0,18.6,2025-06,True,False
2025-06-15,GCP,Compute,ca-central-1,test,Data,5.038,0.12,0.6,2025-06,True,False
2025-06-15,Azure,Storage,ca-central-1,test,Web,0.766,23.0,17.61,2025-06,True,False
2025-06-16,GCP,Compute,us-west-2,prod,Ops,18.477,0.12,2.22,2025-06,False,False
2025-06-16,Azure,Compute,us-east-1,prod,Data,21.141,0.12,2.54,2025-06,False,False
2025-06-16,GCP,Database,us-west-2,prod,Ops,6.31,0.35,2.21,2025-06,False,False
2025-06-16,GCP,Storage,us-east-1,prod,Ops,0.0,23.0,0.0,2025-06,False,False
2025-06-16,AWS,AI,ca-central-1,prod,Ops,5.172,0.9,4.65,2025-06,False,False
2025-06-16,AWS,Compute,ca-central-1,prod,Mobile,8.421,0.12,1.01,2025-06,False,False
2025-06-16,GCP,Database,ca-central-1,prod,Mobile,8.366,0.35,2.93,2025-06,False,False
2025-06-16,Azure,AI,us-east-1,dev,Data,3.779,0.9,3.4,2025-06,False,False
2025-06-16,GCP,Database,us-west-2,dev,Ops,4.366,0.35,1.53,2025-06,False,False
2025-06-16,Azure,Network,us-west-2,dev,Mobile,32.69,0.0009,0.03,2025-06,False,False
2025-06-16,GCP,Database,ca-central-1,dev,Data,7.477,0.35,2.62,2025-06,False,False
2025-06-16,GCP,Compute,us-east-1,dev,Web,8.735,0.12,1.05,2025-06,False,False
2025-06-16,AWS,Compute,ca-central-1,test,Mobile,2.537,0.12,0.3,2025-06,False,False
2025-06-16,Azure,Network,us-east-1,test,Web,42.4,0.0009,0.04,2025-06,False,False
2025-06-16,Azure,AI,us-west-2,test,Ops,1.294,0.9,1.16,2025-06,False,False
2025-06-16,AWS,Network,us-west-2,test,Data,48.321,0.0009,0.04,2025-06,False,False
2025-06-16,GCP,Storage,us-west-2,test,Web,0.327,23.0,7.52,2025-06,False,False
2025-06-16,GCP,Network,ca-central-1,test,Ops,69.907,0.0009,0.06,2025-06,False,False
2025-06-16,AWS,Storage,us-west-2,test,Web,0.349,23.0,8.03,2025-06,False,False
2025-06-16,GCP,Compute,ca-central-1,test,Data,5.728,0.12,0.69,2025-06,False,False
2025-06-16,GCP,AI,us-east-1,test,Web,1.521,0.9,1.37,2025-06,False,False
2025-06-17,GCP,Compute,ca-central-1,prod,Web,12.824,0.12,1.54,2025-06,False,False
2025-06-17,GCP,Database,ca-central-1,prod,Data,8.478,0.35,2.97,2025-06,False,False
2025-06-17,AWS,Compute,us-west-2,prod,Mobile,22.727,0.12,2.73,2025-06,False,False
2025-06-17,GCP,Network,us-west-2,prod,Data,66.897,0.0009,0.06,2025-06,False,False
2025-06-17,AWS,AI,ca-central-1,prod,Web,3.426,0.9,3.08,2025-06,False,False
2025-06-17,GCP,Compute,ca-central-1,prod,Data,8.357,0.12,1.0,2025-06,False,False
2025-06-17,Azure,Compute,us-west-2,dev,Mobile,11.919,0.12,1.43,2025-06,False,False
2025-06-17,Azure,Compute,ca-central-1,dev,Web,4.466,0.12,0.54,2025-06,False,False
2025-06-17,AWS,Compute,us-east-1,dev,Mobile,13.93,0.12,1.67,2025-06,False,False
2025-06-17,GCP,Compute,us-east-1,dev,Data,10.066,0.12,1.21,2025-06,False,False
2025-06-17,Azure,Database,us-east-1,dev,Ops,0.9,0.35,0.31,2025-06,False,False
2025-06-17,AWS,Storage,ca-central-1,test,Ops,0.946,23.0,21.77,2025-06,False,False
2025-06-17,Azure,Storage,ca-central-1,test,Mobile,0.828,23.0,19.04,2025-06,False,False
2025-06-17,GCP,Database,us-west-2,test,Web,4.601,0.35,1.61,2025-06,False,False
2025-06-17,AWS,Network,ca-central-1,test,Mobile,18.739,0.0009,0.02,2025-06,False,False
2025-06-17,Azure,Storage,us-west-2,test,Web,0.486,23.0,11.18,2025-06,False,False
2025-06-17,Azure,Database,ca-central-1,test,Data,1.699,0.35,0.59,2025-06,False,False
2025-06-17,Azure,Storage,us-east-1,test,Web,0.19,23.0,4.36,2025-06,False,False
2025-06-17,GCP,Storage,us-west-2,test,Mobile,0.796,23.0,18.3,2025-06,False,False
2025-06-17,GCP,AI,us-east-1,test,Web,1.149,0.9,1.03,2025-06,False,False
2025-06-18,GCP,Compute,ca-central-1,prod,Data,16.186,0.12,1.94,2025-06,False,False
2025-06-18,GCP,Database,us-east-1,prod,Data,4.884,0.35,1.71,2025-06,False,False
2025-06-18,Azure,Compute,ca-central-1,prod,Ops,6.254,0.12,0.75,2025-06,False,False
2025-06-18,Azure,Network,us-west-2,prod,Data,128.974,0.0009,0.12,2025-06,False,False
2025-06-18,AWS,Network,ca-central-1,prod,Mobile,121.101,0.0009,0.11,2025-06,False,False
2025-06-18,Azure,Compute,us-east-1,prod,Web,0.304,0.12,0.04,2025-06,False,False
2025-06-18,Azure,AI,us-west-2,prod,Web,2.674,0.9,2.41,2025-06,False,False
2025-06-18,Azure,Compute,us-west-2,prod,Data,20.633,0.12,2.48,2025-06,False,False
2025-06-18,Azure,Storage,us-west-2,prod,Web,3.189,23.0,73.34,2025-06,False,False
2025-06-18,AWS,Database,us-west-2,dev,Mobile,2.755,0.35,0.96,2025-06,False,False
2025-06-18,GCP,Storage,us-west-2,dev,Mobile,0.332,23.0,7.63,2025-06,False,False
2025-06-18,GCP,Compute,us-east-1,dev,Ops,8.606,0.12,1.03,2025-06,False,False
2025-06-18,Azure,Network,ca-central-1,dev,Web,85.467,0.0009,0.08,2025-06,False,False
2025-06-18,GCP,Compute,us-west-2,dev,Web,7.886,0.12,0.95,2025-06,False,False
2025-06-18,GCP,Compute,ca-central-1,dev,Mobile,7.159,0.12,0.86,2025-06,False,False
2025-06-18,Azure,Storage,ca-central-1,dev,Web,1.543,23.0,35.49,2025-06,False,False
2025-06-18,AWS,AI,us-east-1,test,Data,0.0,0.9,0.0,2025-06,False,False
2025-06-18,Azure,AI,ca-central-1,test,Web,0.582,0.9,0.52,2025-06,False,False
2025-06-18,GCP,Compute,ca-central-1,test,Mobile,6.325,0.12,0.76,2025-06,False,False
2025-06-18,AWS,Compute,us-east-1,test,Web,5.689,0.12,0.68,2025-06,False,False
2025-06-18,AWS,Database,ca-central-1,test,Mobile,1.526,0.35,0.53,2025-06,False,False
2025-06-18,AWS,Network,us-east-1,test,Data,34.497,0.0009,0.03,2025-06,False,False
2025-06-19,GCP,Compute,us-east-1,prod,Web,20.024,0.12,2.4,2025-06,False,False
2025-06-19,AWS,AI,us-east-1,prod,Ops,5.408,0.9,4.87,2025-06,False,False
2025-06-19,AWS,Compute,us-west-2,prod,Ops,17.599,0.12,2.11,2025-06,False,False
2025-06-19,AWS,Database,us-east-1,prod,Ops,7.755,0.35,2.71,2025-06,False,False
2025-06-19,GCP,Database,us-west-2,prod,Web,5.696,0.35,1.99,2025-06,False,False
2025-06-19,Azure,Compute,ca-central-1,prod,Ops,18.13,0.12,2.18,2025-06,False,False
2025-06-19,Azure,Compute,us-west-2,dev,Data,7.985,0.12,0.96,2025-06,False,False
2025-06-19,Azure,Compute,us-east-1,dev,Web,10.313,0.12,1.24,2025-06,False,False
2025-06-19,AWS,Network,us-east-1,dev,Ops,70.581,0.0009,0.06,2025-06,False,False
2025-06-19,GCP,Database,us-east-1,dev,Web,3.35,0.35,1.17,2025-06,False,False
2025-06-19,Azure,Compute,ca-central-1,dev,Ops,3.417,0.12,0.41,2025-06,False,False
2025-06-19,Azure,AI,ca-central-1,dev,Data,0.627,0.9,0.56,2025-06,False,False
2025-06-19,GCP,Storage,ca-central-1,test,Web,0.982,23.0,22.59,2025-06,False,False
2025-06-19,GCP,Compute,us-west-2,test,Ops,4.382,0.12,0.53,2025-06,False,False
2025-06-19,GCP,Compute,us-east-1,test,Data,7.214,0.12,0.87,2025-06,False,False
2025-06-19,Azure,Network,us-east-1,test,Mobile,30.4,0.0009,0.03,2025-06,False,False
2025-06-19,GCP,Database,us-east-1,test,Web,1.932,0.35,0.68,2025-06,False,False
2025-06-20,GCP,Compute,us-west-2,prod,Data,12.294,0.12,1.48,2025-06,False,False
2025-06-20,Azure,AI,us-east-1,prod,Data,4.496,0.9,4.05,2025-06,False,False
2025-06-20,AWS,Compute,us-east-1,prod,Data,9.248,0.12,1.11,2025-06,False,False
2025-06-20,GCP,Compute,us-east-1,prod,Mobile,15.461,0.12,1.86,2025-06,False,False
2025-06-20,GCP,Compute,ca-central-1,prod,Mobile,12.839,0.12,1.54,2025-06,False,False
2025-06-20,Azure,Compute,us-west-2,prod,Web,28.752,0.12,3.45,2025-06,False,False
2025-06-20,AWS,Storage,ca-central-1,prod,Web,2.133,23.0,49.07,2025-06,False,False
2025-06-20,Azure,Network,us-west-2,dev,Web,75.204,0.0009,0.07,2025-06,False,False
2025-06-20,AWS,Database,us-west-2,dev,Web,5.875,0.35,2.06,2025-06,False,False
2025-06-20,Azure,Compute,us-west-2,dev,Ops,9.171,0.12,1.1,2025-06,False,False
2025-06-20,Azure,AI,us-west-2,dev,Web,0.0,0.9,0.0,2025-06,False,False
2025-06-20,GCP,Compute,ca-central-1,dev,Mobile,9.307,0.12,1.12,2025-06,False,False
2025-06-20,GCP,Compute,us-east-1,dev,Ops,11.933,0.12,1.43,2025-06,False,False
2025-06-20,Azure,Compute,ca-central-1,dev,Mobile,6.761,0.12,0.81,2025-06,False,False
2025-06-20,Azure,Compute,us-east-1,test,Mobile,2.359,0.12,0.28,2025-06,False,False
2025-06-20,GCP,Storage,us-west-2,test,Data,0.709,23.0,16.3,2025-06,False,False
2025-06-20,Azure,Network,ca-central-1,test,Mobile,34.712,0.0009,0.03,2025-06,False,False
2025-06-20,AWS,Compute,us-west-2,test,Mobile,6.093,0.12,0.73,2025-06,False,False
2025-06-20,GCP,Storage,us-east-1,test,Data,1.684,23.0,38.73,2025-06,False,False
2025-06-20,Azure,Compute,ca-central-1,test,Mobile,4.98,0.12,0.6,2025-06,False,False
2025-06-21,AWS,Storage,us-west-2,prod,Web,3.344,23.0,76.91,2025-06,True,False
2025-06-21,AWS,Compute,us-east-1,prod,Mobile,16.861,0.12,2.02,2025-06,True,False
2025-06-21,GCP,Compute,us-east-1,prod,Web,11.702,0.12,1.4,2025-06,True,False
2025-06-21,GCP,Network,us-west-2,prod,Data,59.884,0.0009,0.05,2025-06,True,False
2025-06-21,AWS,AI,us-west-2,prod,Mobile,2.831,0.9,2.55,2025-06,True,False
2025-06-21,GCP,Storage,ca-central-1,prod,Data,2.369,23.0,54.48,2025-06,True,False
2025-06-21,GCP,Network,us-west-2,prod,Data,33.413,0.0009,0.03,2025-06,True,False
2025-06-21,AWS,Compute,us-east-1,dev,Web,8.149,0.12,0.98,2025-06,True,False
2025-06-21,Azure,Storage,us-west-2,dev,Data,0.709,23.0,16.31,2025-06,True,False
2025-06-21,AWS,Storage,ca-central-1,dev,Ops,1.527,23.0,35.12,2025-06,True,False
2025-06-21,AWS,Storage,us-west-2,dev,Data,2.063,23.0,47.44,2025-06,True,False
2025-06-21,GCP,Network,us-east-1,dev,Ops,67.605,0.0009,0.06,2025-06,True,False
2025-06-21,Azure,Compute,us-east-1,dev,Mobile,8.089,0.12,0.97,2025-06,True,False
2025-06-21,AWS,Compute,us-west-2,dev,Data,7.584,0.12,0.91,2025-06,True,False
2025-06-21,AWS,Database,us-west-2,test,Data,1.349,0.35,0.47,2025-06,True,False
2025-06-21,AWS,Storage,us-west-2,test,Mobile,0.227,23.0,5.22,2025-06,True,False
2025-06-21,AWS,Storage,us-east-1,test,Web,0.789,23.0,18.15,2025-06,True,False
2025-06-21,Azure,Compute,us-east-1,test,Web,3.736,0.12,0.45,2025-06,True,False
2025-06-21,Azure,Compute,us-west-2,test,Mobile,2.982,0.12,0.36,2025-06,True,False
2025-06-21,Azure,Storage,us-west-2,test,Web,0.307,23.0,7.06,2025-06,True,False
2025-06-21,GCP,Storage,us-east-1,test,Mobile,0.899,23.0,20.69,2025-06,True,False
2025-06-22,Azure,Compute,us-east-1,prod,Mobile,18.607,0.12,2.23,2025-06,True,False
2025-06-22,GCP,Network,us-east-1,prod,Mobile,74.662,0.0009,0.07,2025-06,True,False
2025-06-22,AWS,AI,us-west-2,prod,Mobile,2.331,0.9,2.1,2025-06,True,False
2025-06-22,AWS,Database,ca-central-1,prod,Mobile,6.08,0.35,2.13,2025-06,True,False
2025-06-22,GCP,Compute,us-east-1,prod,Web,19.911,0.12,2.39,2025-06,True,False
2025-06-22,Azure,AI,ca-central-1,dev,Data,1.327,0.9,1.19,2025-06,True,False
2025-06-22,Azure,Database,us-east-1,dev,Data,1.852,0.35,0.65,2025-06,True,False
2025-06-22,AWS,Compute,ca-central-1,dev,Data,4.664,0.12,0.56,2025-06,True,False
2025-06-22,GCP,Network,us-east-1,dev,Data,52.267,0.0009,0.05,2025-06,True,False
2025-06-22,GCP,AI,us-west-2,dev,Ops,1.534,0.9,1.38,2025-06,True,False
2025-06-22,AWS,Compute,us-west-2,dev,Data,9.637,0.12,1.16,2025-06,True,False
2025-06-22,GCP,Compute,us-west-2,dev,Ops,12.761,0.12,1.53,2025-06,True,False
2025-06-22,AWS,Database,ca-central-1,test,Web,2.097,0.35,0.73,2025-06,True,False
2025-06-22,Azure,Storage,ca-central-1,test,Data,1.173,23.0,26.98,2025-06,True,False
2025-06-22,GCP,Network,ca-central-1,test,Mobile,35.942,0.0009,0.03,2025-06,True,False
2025-06-22,Azure,Database,us-east-1,test,Web,2.388,0.35,0.84,2025-06,True,False
2025-06-22,GCP,Compute,ca-central-1,test,Ops,4.766,0.12,0.57,2025-06,True,False
2025-06-22,GCP,Database,ca-central-1,test,Ops,1.88,0.35,0.66,2025-06,True,False
2025-06-23,GCP,Storage,ca-central-1,prod,Ops,0.722,23.0,16.61,2025-06,False,False
2025-06-23,AWS,Database,us-east-1,prod,Ops,10.297,0.35,3.6,2025-06,False,False
2025-06-23,Azure,Compute,us-east-1,prod,Web,13.806,0.12,1.66,2025-06,False,False
2025-06-23,AWS,Database,us-west-2,prod,Data,7.315,0.35,2.56,2025-06,False,False
2025-06-23,GCP,Database,ca-central-1,prod,Web,8.084,0.35,2.83,2025-06,False,False
2025-06-23,GCP,Compute,ca-central-1,prod,Data,10.097,0.12,1.21,2025-06,False,False
2025-06-23,AWS,Database,ca-central-1,dev,Web,6.442,0.35,2.25,2025-06,False,False
2025-06-23,GCP,Compute,ca-central-1,dev,Mobile,5.854,0.12,0.7,2025-06,False,False
2025-06-23,AWS,Storage,us-east-1,dev,Web,1.377,23.0,31.68,2025-06,False,False
2025-06-23,GCP,Compute,us-west-2,dev,Web,6.812,0.12,0.82,2025-06,False,False
2025-06-23,Azure,Database,us-east-1,dev,Ops,5.413,0.35,1.89,2025-06,False,False
2025-06-23,GCP,Database,us-east-1,dev,Data,3.708,0.35,1.3,2025-06,False,False
2025-06-23,GCP,Compute,ca-central-1,dev,Data,9.17,0.12,1.1,2025-06,False,False
2025-06-23,Azure,Database,us-west-2,dev,Data,4.553,0.35,1.59,2025-06,False,False
2025-06-23,Azure,Compute,us-west-2,test,Web,5.165,0.12,0.62,2025-06,False,False
2025-06-23,GCP,Storage,us-east-1,test,Mobile,0.813,23.0,18.7,2025-06,False,False
2025-06-23,AWS,Database,us-east-1,test,Web,1.335,0.35,0.47,2025-06,False,False
2025-06-23,GCP,AI,ca-central-1,test,Mobile,2.018,0.9,1.82,2025-06,False,False
2025-06-23,Azure,Compute,us-east-1,test,Ops,5.472,0.12,0.66,2025-06,False,False
2025-06-23,GCP,Database,us-east-1,test,Mobile,1.477,0.35,0.52,2025-06,False,False
2025-06-23,GCP,Compute,us-east-1,test,Data,4.821,0.12,0.58,2025-06,False,False
2025-06-23,GCP,AI,us-west-2,test,Mobile,0.896,0.9,0.81,2025-06,False,False
2025-06-23,GCP,Database,ca-central-1,test,Web,2.282,0.35,0.8,2025-06,False,False
2025-06-24,AWS,Network,us-west-2,prod,Ops,214.443,0.0009,0.19,2025-06,False,False
2025-06-24,GCP,Compute,us-west-2,prod,Ops,11.606,0.12,1.39,2025-06,False,False
2025-06-24,Azure,Database,ca-central-1,prod,Ops,5.299,0.35,1.85,2025-06,False,False
2025-06-24,Azure,Database,us-east-1,prod,Mobile,3.647,0.35,1.28,2025-06,False,False
2025-06-24,Azure,Storage,us-west-2,prod,Data,0.255,23.0,5.87,2025-06,False,False
2025-06-24,Azure,Network,us-west-2,prod,Web,91.393,0.0009,0.08,2025-06,False,False
2025-06-24,Azure,AI,us-west-2,dev,Ops,1.642,0.9,1.48,2025-06,False,False
2025-06-24,Azure,Storage,us-west-2,dev,Ops,1.369,23.0,31.5,2025-06,False,False
2025-06-24,Azure,Compute,us-west-2,dev,Web,15.249,0.12,1.83,2025-06,False,False
2025-06-24,Azure,Storage,us-west-2,dev,Ops,1.507,23.0,34.65,2025-06,False,False
2025-06-24,Azure,Database,us-east-1,dev,Data,3.04,0.35,1.06,2025-06,False,False
2025-06-24,AWS,Storage,ca-central-1,test,Mobile,0.362,23.0,8.33,2025-06,False,False
2025-06-24,GCP,Compute,us-west-2,test,Mobile,8.944,0.12,1.07,2025-06,False,False
2025-06-24,AWS,Compute,us-west-2,test,Web,5.823,0.12,0.7,2025-06,False,False
2025-06-24,GCP,Compute,ca-central-1,test,Web,5.346,0.12,0.64,2025-06,False,False
2025-06-24,Azure,Compute,us-west-2,test,Mobile,8.241,0.12,0.99,2025-06,False,False
2025-06-24,AWS,Database,ca-central-1,test,Web,2.7,0.35,0.94,2025-06,False,False
2025-06-24,AWS,AI,us-east-1,test,Mobile,0.854,0.9,0.77,2025-06,False,False
2025-06-24,AWS,Compute,us-east-1,test,Data,5.331,0.12,0.64,2025-06,False,False
2025-06-24,Azure,Compute,ca-central-1,test,Mobile,5.531,0.12,0.66,2025-06,False,False
2025-06-25,AWS,Storage,ca-central-1,prod,Data,3.574,23.0,82.19,2025-06,False,False
2025-06-25,GCP,Compute,us-west-2,prod,Ops,21.948,0.12,2.63,2025-06,False,False
2025-06-25,Azure,Storage,us-east-1,prod,Mobile,3.62,23.0,83.26,2025-06,False,False
2025-06-25,Azure,Compute,us-east-1,prod,Web,21.648,0.12,2.6,2025-06,False,False
2025-06-25,AWS,Network,us-east-1,prod,Web,99.889,0.0009,0.09,2025-06,False,False
2025-06-25,AWS,Compute,ca-central-1,prod,Data,22.464,0.12,2.7,2025-06,False,False
2025-06-25,Azure,Storage,us-west-2,prod,Ops,2.595,23.0,59.68,2025-06,False,False
2025-06-25,AWS,AI,ca-central-1,prod,Ops,6.593,0.9,5.93,2025-06,False,False
2025-06-25,Azure,Database,ca-central-1,dev,Mobile,3.195,0.35,1.12,2025-06,False,False
2025-06-25,GCP,Storage,us-west-2,dev,Data,2.021,23.0,46.47,2025-06,False,False
2025-06-25,AWS,Storage,ca-central-1,dev,Ops,1.489,23.0,34.24,2025-06,False,False
2025-06-25,AWS,Compute,ca-central-1,dev,Web,10.275,0.12,1.23,2025-06,False,False
2025-06-25,AWS,Compute,us-east-1,dev,Mobile,4.672,0.12,0.56,2025-06,False,False
2025-06-25,Azure,AI,ca-central-1,dev,Data,3.138,0.9,2.82,2025-06,False,False
2025-06-25,AWS,Network,us-west-2,dev,Ops,24.56,0.0009,0.02,2025-06,False,False
2025-06-25,AWS,Compute,us-east-1,dev,Data,12.241,0.12,1.47,2025-06,False,False
2025-06-25,GCP,Database,us-east-1,test,Ops,2.484,0.35,0.87,2025-06,False,False
2025-06-25,Azure,Compute,us-east-1,test,Mobile,4.394,0.12,0.53,2025-06,False,False
2025-06-25,Azure,Compute,us-east-1,test,Ops,6.312,0.12,0.76,2025-06,False,False
2025-06-25,GCP,Compute,ca-central-1,test,Web,6.38,0.12,0.77,2025-06,False,False
2025-06-25,AWS,Network,us-east-1,test,Web,54.473,0.0009,0.05,2025-06,False,False
2025-06-25,GCP,Compute,ca-central-1,test,Data,2.031,0.12,0.24,2025-06,False,False
2025-06-25,Azure,Network,us-west-2,test,Web,47.824,0.0009,0.04,2025-06,False,False
2025-06-25,GCP,AI,us-east-1,test,Data,1.431,0.9,1.29,2025-06,False,False
2025-06-26,AWS,Compute,us-east-1,prod,Mobile,8.885,0.12,1.07,2025-06,False,False
2025-06-26,AWS,Storage,us-west-2,prod,Mobile,1.795,23.0,41.3,2025-06,False,False
2025-06-26,AWS,Compute,us-west-2,prod,Data,9.589,0.12,1.15,2025-06,False,False
2025-06-26,Azure,Database,us-west-2,prod,Web,5.915,0.35,2.07,2025-06,False,False
2025-06-26,Azure,Network,us-east-1,prod,Ops,31.088,0.0009,0.03,2025-06,False,False
2025-06-26,GCP,Compute,ca-central-1,prod,Mobile,30.209,0.12,3.63,2025-06,False,False
2025-06-26,Azure,Network,us-east-1,dev,Web,117.129,0.0009,0.11,2025-06,False,False
2025-06-26,Azure,Storage,us-east-1,dev,Ops,1.082,23.0,24.88,2025-06,False,False
2025-06-26,GCP,Compute,us-west-2,dev,Data,9.07,0.12,1.09,2025-06,False,False
2025-06-26,GCP,Network,us-west-2,dev,Web,25.802,0.0009,0.02,2025-06,False,False
2025-06-26,Azure,Storage,us-east-1,dev,Data,0.128,23.0,2.95,2025-06,False,False
2025-06-26,Azure,Database,us-east-1,dev,Ops,1.329,0.35,0.47,2025-06,False,False
2025-06-26,Azure,AI,ca-central-1,dev,Data,2.463,0.9,2.22,2025-06,False,False
2025-06-26,GCP,Compute,ca-central-1,dev,Data,5.47,0.12,0.66,2025-06,False,False
2025-06-26,Azure,AI,ca-central-1,test,Data,2.222,0.9,2.0,2025-06,False,False
2025-06-26,Azure,Network,us-east-1,test,Web,26.769,0.0009,0.02,2025-06,False,False
2025-06-26,AWS,Compute,us-west-2,test,Mobile,3.873,0.12,0.46,2025-06,False,False
2025-06-26,AWS,Compute,ca-central-1,test,Ops,5.816,0.12,0.7,2025-06,False,False
2025-06-26,AWS,Compute,ca-central-1,test,Web,9.552,0.12,1.15,2025-06,False,False
2025-06-26,AWS,Storage,ca-central-1,test,Web,0.805,23.0,18.51,2025-06,False,False
2025-06-27,Azure,Storage,ca-central-1,prod,Ops,4.487,23.0,103.21,2025-06,False,False
2025-06-27,GCP,Compute,ca-central-1,prod,Web,13.539,0.12,1.62,2025-06,False,False
